;usuario;texto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30013;@jairbolsonaro;@jairbolsonaro Sr Presidente @jairbolsonaro  votei no senhor , a naÁ„o acredita em vocÍ, mas por favor n„o leve este caso do coronavÌrus a um simples caso. Brasil acima de tudo, deus acima de todos.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30014;@jairbolsonaro;@jairbolsonaro Sr Presidente @jairbolsonaro  votei no senhor , a naÁ„o acredita em vocÍ, mas por favor n„o leve este caso do coronavÌrus a um simples caso. Brasil acima de tudo, deus acima de todos.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30015;@jairbolsonaro;@lcoutinho @jairbolsonaro @realDonaldTrump @BorisJohnson Absurdo! Cidade absolutamente livre de corona, zero casos, est· com toque de recolher. Pode isso???;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30016;@jairbolsonaro;@advsandoval @AttuchLeonardo @jairbolsonaro @SF_Moro Para um paÌs que tem o Bolsonaro como presidente realmente o coronavÌrus n„o È o maior problema.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30018;@jairbolsonaro;@Trumpista3 @opropriopontes @bismarckllc @jairbolsonaro Cara no meu trampo reservaram a UTI de 8 leitos pra casos de corona.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sabe quantos tem?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1 idosa j· cheia de complicaÁıes anteriores e ainda È sÛ suspeita.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Juro pra ti;" nunca vi uma pandemia t„o calma em 20 anos de enfermagem.""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30020;@jairbolsonaro;@BolsonaroSP @jairbolsonaro Os prefeitos t· tudo querendo È que o Corona n„o acabe nem t„o cedo eles querem È cancelar √†s eleiÁıes desse ano e o Corona È a muniÁ„o que eles precisavam;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30022;@jairbolsonaro;@FlavioBolsonaro @jairbolsonaro Vai tomar no seu cu! Pq vc e  seu pai n„o enfiam  um pouco de coronavÌrus no cu... È sÛ uma gripezinha, aproveita, pega e  morre.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30024;@jairbolsonaro;@jairbolsonaro aguenta nem o chifre imagina o corona......;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30025;@jairbolsonaro;@lcoutinho @jairbolsonaro @tomfriedman @nytimes Absurdo! Cidade sem casos de corona, unzinho sequer, est· com toque de recolher. Pode isso???;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30026;@jairbolsonaro;@jairbolsonaro Era melhor ter ido ver o filme do PelÈ.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mas rapaz; como q vc lÍ o texto escrito pelo prÛprio corona?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Kakakak..""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30028;@jairbolsonaro;"@FlavioBolsonaro @jairbolsonaro Fiquei sabendo que os jogos olÌmpicos foram adiados pra 2021 devido o coronavÌrus. Mas eu pergunto: ""Tem algum atleta com menos de 60 anos participando das olimpÌadas?"". O presidente falou que esse tal de corona È sÛ uma gr";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30029;@jairbolsonaro;"@jairbolsonaro TOMARA QUE PEGUE CORONA PRA APRENDER SE … QUE JA N√O TA N… ""sÛ uma gripizinha, nem uma faca me atingiu""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30030;@jairbolsonaro;@tudosafadogi @newtcoffes @jairbolsonaro Com coronavÌrus;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30031;@jairbolsonaro;@FlavioBolsonaro @jairbolsonaro Teu pai cagou na unica pessoa que fazia algo mais ou menos no controle dessa crise do CORONAVIRUS nesse governo que È o ministro da saude.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30032;@jairbolsonaro;@francimary123 @joicehasselmann @jairbolsonaro Se vc adoecer com o corona tenha a decÍncia de n„o ir aos hospital. Deixe a vaga para quem leva isso a sÈrio. Se um parente ou amigo seu adoecer e se internar, fique sabendo q vc sequer vai poder acompanhar, ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30033;@jairbolsonaro;@jairbolsonaro eu espero que vc e sua famÌlia tenham coronavÌrus üòçüòçüòç que deus elimine vcs üòçüòçüòçüòç;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30034;@jairbolsonaro;@jairbolsonaro o coronavÌrus È uma ameaÁa real. N„o devemos sair de casa. Tantos brasileiros te apoiam, precisamos de um pouco de sensatez nessa situaÁ„o. #FiqueEmCasa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30035;@jairbolsonaro;@FernandoCabulo3 @SAIKlVERSE @jairbolsonaro Prezam pela higiene mas chupa o pau  dos outros, por isso toda a comitiva do biroliro voltou infectada;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cuidado;" se continuar lambendo as bolas do capit„o corona corre o risco de se infectar tb.""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30036;@jairbolsonaro;@FlavioBolsonaro @jairbolsonaro vai tomar no cu arrombado vai chupar um pinto tomara q m0rra tu e teu pai se o corona nn È t„o grave;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30037;@jairbolsonaro;@FlavioBolsonaro @jairbolsonaro Uma dica! A aproveita que vocÍ est· sendo obrigado a ficar na quarentena e estuda, vocÍ deve saber ler, ent„o da um Google no que est· acontecendo no mundo com o corona!;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30038;@jairbolsonaro;@planalto @jairbolsonaro Que vergonhoso... 46 famÌlias de vÌtimas do coronavÌrus assistindo a isso? Surreal, cruel, infame;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30039;@jairbolsonaro;@LaurinhaBonoro @PATRlOTAS Que o corona contamine cada gado desse rebanho aÌ abaixo. E que os adoradores do @jairbolsonaro sejam  daquele grupo em q o tratamento d· ruim...;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30040;@jairbolsonaro;@januzzi_stela @jairbolsonaro De corona ainda;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30041;@jairbolsonaro;@FlavioBolsonaro @jairbolsonaro MANO DEIXA DE SER BABACA, SE AS PESSOAS SAIR DE SEUS ISOLAMENTOS, VAI SER MAIS PROV¡VEL Q MUITAS PESSOAS PEGA O CORONA, DEIXA DE SER BURRO KRL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30042;@jairbolsonaro;@jairbolsonaro OLHA AQUI SEU FILHO DA PUTA SE A MINHA AV” PEGAR CORONAVÕRUS EU VOU TE COMER NA PORRADA E VC VAI DESEJAR N TER NASCIDO https://t.co/FqjY5ByvL3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30043;@jairbolsonaro;@jairbolsonaro n„o respeito nem com as pessoas que perder· os parente e idosos com coronavÌrusüò≠ Isso n„o È papel de presidente.a;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
" E por mais que o vÌrus n„o me mate eu amo meus avÛs e ele sim esse vÌrus pode mata.""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30044;@jairbolsonaro;@jairbolsonaro Seu merda escroto fdp, quem tem que pegar corona e tu.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30045;@jairbolsonaro;@FlavioBolsonaro @jairbolsonaro O ˙nico q seu protegeu do vÌrus foi o Queiroz. Nem o Corona sabe onde ele est·;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30046;@jairbolsonaro;@jairbolsonaro tu n„o quenta bater uma flex„o certa, e t· querendo combater o coronavÌrus matando os coroa. Vsf imbecil;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30048;@jairbolsonaro;@FlavioBolsonaro @jairbolsonaro Agora entendi pq deu negativo o teste contra o corona, o vÌrus deve ter notado o organismo podre e fugiu antes que fosse infectado.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30049;@jairbolsonaro;@jairbolsonaro O CORONA VAI TE PEGAR VELHO RABUGENTO, VAMO VER SE … SO UM RESFRIADO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30050;@jairbolsonaro;@jairbolsonaro T· certo Presidente! … Corona, CoronavÌrus, Covid-19, VÌrus ChinÍs, resfriadinho e gripezinha...pronto!üáßüá∑;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30051;@jairbolsonaro;@rubenouro @agathagouveaa @jairbolsonaro vsfd veio sai do tt mas n„o sai de casa que vai pega corona;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30052;@jairbolsonaro;@jairbolsonaro ExcelentÌssimo Sr . Presidente , com todo o respeito que o seu cargo impıe , eleito pelo povo ( menos eu , graÁas a Deus ) , diante do seu pronunciamento , me pergunto ser· que : todos os lÌderes das naÁıes do mundo , est„o errados quando s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30054;@jairbolsonaro;O pior t· sendo a ignor‚ncia pq do corona o isolamento ajuda, mas a ignor‚ncia do @jairbolsonaro  t· pior a cada dia https://t.co/Sg9EwwtAJv;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30055;@jairbolsonaro;@CarolDeToni @jairbolsonaro Aos que ainda defendem Bolsonaro, proponho: Vai l·. Se contamina com coronavÌrus e depois conta pra gente se foi uma gripezinha. Se vocÍ sobreviver, vai ter anticorpos!;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30057;@jairbolsonaro;Sabe o que o corona pensado @jairbolsonaro  È isso ai https://t.co/9bB0wmfXUI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30058;@jairbolsonaro;@rosedbarros @jairbolsonaro NegaÁ„o total da gravidade. Manda fazer o que  a Inglaterra tentou fazer no comeÁo e n„o deu certo. Mas em pouco tempo ele vai cair do  cavalo, mesmo sendo atleta. O corona t· rindo dele essas horas......;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30059;@jairbolsonaro;@profpaulamarisa @FlavioBolsonaro @jairbolsonaro Onde est· o plano contra o corona? Onde est· o plano econÙmico pra enfrentar o Brasil que parou! CadÍ Jair? Vc enlouqueceu , fez pacto com o diabo! Louco;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30061;@jairbolsonaro;@jairbolsonaro Como È que vai parar a quarentena se os casos de coronavÌrus , com as pessoas isoladas (em parte) sÛ faz crescer? PELO AMOR DE DEUS. N√O TEMOS ESTRUTURA PARA UM SURTO. NEM A IT√ÅLIA TEVE! O SUS N√O … ALBERT EISTEIN NEM S√çRIO LIBAN⁄S!;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30062;@jairbolsonaro;@jairbolsonaro CadÍ o corona pra infectar e matar ele com gripizinha? AlÙ corona, agiliza.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30063;@jairbolsonaro;@jairbolsonaro toma cuidado que o corona gosta de idoso em kkkkkkkk;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30065;@jairbolsonaro;PRESIDENTE @jairbolsonaro EU TE DESAFIO A PEGAR CORONAVÕRUS, GRIPE BOBA DESSAS E SAIR ILESO!!!!;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30066;@jairbolsonaro;@jairbolsonaro AtÈ o Corona n„o te quer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30067;@jairbolsonaro;@FlavioBolsonaro @jairbolsonaro coronavÌrus perde sÛ pros Bolsonaros ü§¶üèª‚Äç‚ôÇÔ∏è;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30068;@jairbolsonaro;@Fernand88451174 @jairbolsonaro esperando vc falar isso depois q pegar o coronavÌrus;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30069;@jairbolsonaro;@jairbolsonaro VOC  FEDE SEU FILHO DA PUTA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VOC  MERECE PEGAR 10 CORONA E MORRER 10 VEZES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"VOC  … O MAIOR MERDA QUE O MUNDO INTEIRO J¡Å VIU""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30070;@jairbolsonaro;@jairbolsonaro Corona faÁa o que for necess·rio ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
üòî;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
üôè;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#BolsonaroGenocida ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#ImpeachmentDeBolsonaro ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#coronavirus ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#COVID19 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
...;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"/#111Album  taca stream na lenda mos/""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30071;@jairbolsonaro;@profpaulamarisa @FlavioBolsonaro @jairbolsonaro Gente vamos orar por nosso presidente o hadad e gleisi e Gilmar colibri n„o para de se aproveitar do coronavÌrus pra atacar Bolsonaro e colocar os leygos contra nosso presidente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30072;@jairbolsonaro;Presidente, desculpe discordar do senhor, minha famÌlia toda est· no grupo de risco, n„o tem outro lugar pra eu ir alÈm de minha casa, como vou sair de casa sem o risco de levar o coronavÌrus para dentro de minha casa? @jairbolsonaro;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30073;@jairbolsonaro;Ser· que @jairbolsonaro acredita que as baixas pelo coronavÌrus v„o virar zumbi?? Os zumbis v„o comprar na Havan, comer no Madero...;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30074;@jairbolsonaro;@danielgomes24 @mariwater_ @Fernand37513479 @sethnow @camabap @jairbolsonaro Tabom idoso, cuidado o corona ta solto cuida do cu sen„o ele entra bjs;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30075;@jairbolsonaro;@jairbolsonaro reconsidere pois sabemos do problema com o CORONAVIRUS provoca.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30076;@jairbolsonaro;@maycriada @jairbolsonaro Patrocinando o corona;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30077;@jairbolsonaro;@jairbolsonaro Eu ouvi seu pronunciamento e apoio o que vocÍ falou. Pior que o CORONAVIRUS È o medo dissiminado na populaÁ„o mundial.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30079;@jairbolsonaro;@RoseFioretti @secomvc @jairbolsonaro Vai pra Europa pegar corona se vocÍ acha que ele tem raz„o.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30080;@jairbolsonaro;@FlavioBolsonaro @jairbolsonaro Imundo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Familia imunda;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"O Brasil quer e reza pra seja quem for que se livre do corona e de vocÍs""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30082;@jairbolsonaro;@jairbolsonaro Bolsonaro manda salve pra os infectados com coronaüëç;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30085;@jairbolsonaro;Pior do que o discurso do @jairbolsonaro È descobrir que as (sub) celebridades Santacruzenses est„o curando o corona cantando trem bala;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30087;@jairbolsonaro;@jairbolsonaro Seu lixo tomara que pegue corona;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30088;@jairbolsonaro;@lilian_tahan @jairbolsonaro pelo numeros mortos tÌnhamos que ficar sÛ dentro de casa, morreu maia gente de gripe que de corona, morre gente todo dia por violÍncia fome e outras doenÁas cadÍ as manifestaÁıes,  ou sÛ quem morre por j· est· doente e pegou v;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30091;@jairbolsonaro;@FlavioBolsonaro @jairbolsonaro tomara que morra com o corona pra ver se vc se toca IDIOTA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30092;@jairbolsonaro;@TwitterBrasil @TwitterMktgBR @YouTube @Facebook @instagram bloqueiem urgente todos os canais do @jairbolsonaro pelo bem dos brasileiros, para combater o coronavÌrus #Covid_19 e como serviÁo humanit·rio mundial!;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#ForaBolsonaro ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#ImpeachmentdoBolsonaroURGENTE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"#BolsonaroGenocida""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30093;@jairbolsonaro;@jairbolsonaro Medidas b·sicas contra o coronavÌrus!!! https://t.co/2MRxSiRdCf;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30094;@jairbolsonaro;@FlavioBolsonaro @jairbolsonaro PEGA LOGO CORONA E MORRE TB PRAGA DO CELH;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30095;@jairbolsonaro;quem o corona podia matar tipo o @jairbolsonaro ele n„o mata nÈ??? a;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30096;@jairbolsonaro;@PatSilva111 @jairbolsonaro Vai l·,vaquinha!Bom que contrai o coronavÌrus e morre! Um gado a menos!;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30097;@jairbolsonaro;@jairbolsonaro Procurando bem todo mundo pega corona... https://t.co/sSAnL3Rnrz;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30098;@jairbolsonaro;@jairbolsonaro Aposto que o calado da economia vai provocar muito mais mortes que o vÌrus!;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Quantas pessoas com menos de 40 anos est„o morrendo devido ao Corona??""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30099;@jairbolsonaro;@jairbolsonaro O CORONA VAI ENTRAR PELO SEU C , SEU PORRA. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"VOC  S” NAO MORREU PQ NEM SATAN√ÅS TE SUPORTA.""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30101;@jairbolsonaro;@jairbolsonaro vai volta tudo ao normal? Pelo amor de Deus nÈ. Vc tem noÁ„o de quantas pessoas ir„o morrer? E as pessoas que moram com os avÛs? E as pessoas que pegarem coronavÌrus? V„o deixar morrer? Tem hospital o suficiente pra  milhares de pessoas?Pf ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30103;@jairbolsonaro;@ClaudinhoMorei4 @Brunoaldgheri @cesinha019 @lattersgrey @_dudaah5 @jrodrigue_ss @jairbolsonaro @lualves__ @oatila coronavÌrus futebol clube;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30105;@jairbolsonaro;@jairbolsonaro Vagabundo, bandido, filho da puta, nazista, genocida, psicopata do inferno. Tomara que vc pegue corona pelo c˙ FDP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30108;@jairbolsonaro;@FlavioBolsonaro @jairbolsonaro Presidente eu luto todo dia nas redes defendendo seu governo, eu entendi seu discurso, a economia precisa girar, nossa populaÁ„o È pobre, n„o temos estrutura para os casos graves do Corona. Tenho pais autÙnomos. Mas È uma g;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30110;@jairbolsonaro;@jairbolsonaro Para de subestimar o corona porra;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30112;@jairbolsonaro;@jairbolsonaro Manter as recomendaÁıes? E o que foi que o senhor fez? Tenha dÛ!!! Criticou imprensa e o doutor, mas n„o falou uma ˙nica vez dos que j· morreram por causa do Corona!;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30113;@jairbolsonaro;@jairbolsonaro caralho mano vc ta cagando no pau puta que paril vai se foder seu velho brocha tomara que vc esteja com corona pra vc morrer logo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30114;@jairbolsonaro;@jairbolsonaro Nossa, dizer que se vc pegasse o corona n„o passaria de um resfriado pq j· foi atleta foi foda. Tem muitos jovens com problemas que o vÌrus poderia afetar, eu sou um deles, tenho problemas no coraÁ„o. Mas vamos ficar todos tranquilos nÈ, È ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30115;@jairbolsonaro;@profpaulamarisa @FlavioBolsonaro @jairbolsonaro se eu voltar a estudar, vou ter contato cm pessoas que podem ter o CORONAVIRUS, se eu pegar o corona e voltar para casa meus avos e pais vao se infectar e correr o risco de morte... isso È assassinato.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30116;@jairbolsonaro;@FlavioBolsonaro @jairbolsonaro Com esse pronunciamento o coronavÌrus acabou e decidiu sair daqui e pediu desculpas por ter infectado;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30120;@jairbolsonaro;Se o @jairbolsonaro pegar voluntariamente o coronavÌrus e n„o buscar tratamento mÈdico e sobreviver.... Eu atÈ que saio na rua.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30121;@jairbolsonaro;@jairbolsonaro O maior problema do brasileiro com o Corona È simples: N„o te matou ainda;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30122;@jairbolsonaro;@LeonardoBoff @PCdoB_Oficial @jairbolsonaro O que esse Senhor realmente quer com esse pronunciamento em cadeia Nacional? Uma coisa ele conseguiu tirar o Foco do novo Corona e atrair total atenÁ„o ao chingamentos a sua pessoa.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30123;@jairbolsonaro;@MaozinBR @jairbolsonaro Esse pronunciamento foi um absurdo! Ele est· condenando a populaÁ„o a morte. O pior È ele achar que somente os idosos acima dos 60 morrem com o Corona, sendo que esse vÌrus afeta muitos outros com problemas respiratÛrios e doenÁas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30124;@jairbolsonaro;"@jairbolsonaro Sr. Presidente, quero lhe propor uma desafio, lamber um corrim„o cheio de Corona para ver se vai causar apenas uma ""gripizinha"".";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30126;@jairbolsonaro;@depheliolopes @jairbolsonaro Pegou corona na comitiva tambÈm? N„o se desgrudam;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30128;@jairbolsonaro;@orley_mcn @jairbolsonaro PANELA«O UM CARALHO! ASSIM QUE ACABAR O CORONA VAMOS INVADIR ESSA DESGRA«A DE BRAS√çLIA!;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TODO MUNDO PEGAR CARRO; …NIBUS VANS; TACAR FOGO EM TODA ESSA CORJA DE POL√çTICOS VELHOS!!!;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"TODOS!!""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30129;@jairbolsonaro;@jairbolsonaro ‚ÄúGripezinha‚Äù. Lambe tanto o pau do Trump mas n„o copia o que o Estados Unidos t· fazendo. SÛ admite que pegou o corona de uma vez e t· fazendo isso pq n„o quer dar o braÁo a torcer, pqp https://t.co/F3YA3PNpGF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
